meter_id,date,temp_normed,log_mean_z,log_std_z
3,2018-03-26,-0.6541812,0.3627391,1.5213825
4,2018-03-26,-0.6541812,1.146022,1.4218699
5,2018-03-26,-0.6541812,1.2735887,0.8261372
6,2018-03-26,-0.6541812,1.727496,2.5107188
7,2018-03-26,-0.6541812,-0.7371319,-0.36845192
8,2018-03-26,-0.6541812,0.35534003,-0.35452455
9,2018-03-26,-0.6541812,-0.54026735,0.26833752
10,2018-03-26,-0.6541812,0.9218243,0.6199945
11,2018-03-26,-0.6541812,0.062225383,0.37297937
12,2018-03-26,-0.6541812,0.8632737,0.9295572
13,2018-03-26,-0.6541812,-0.19524094,-0.3266098
14,2018-03-26,-0.6541812,-0.006456282,0.07427955
15,2018-03-26,-0.6541812,1.5681113,0.8477904
16,2018-03-26,-0.6541812,1.0992668,0.9211774
17,2018-03-26,-0.6541812,0.38386595,0.21147197
18,2018-03-26,-0.6541812,-0.015332121,0.44289467
19,2018-03-26,-0.6541812,0.4396956,0.30408147
20,2018-03-26,-0.6541812,1.1312687,0.97903407
21,2018-03-26,-0.6541812,-1.5800613,-1.2117757
22,2018-03-26,-0.6541812,-0.3595323,0.06475669
23,2018-03-26,-0.6541812,-0.40045097,-0.91476065
0,2018-03-27,-0.59760064,-1.3017255,-1.2835479
1,2018-03-27,-0.59760064,0.17387965,0.7046465
2,2018-03-27,-0.59760064,-1.4550748,-1.2142491
3,2018-03-27,-0.59760064,0.6649181,1.1632159
4,2018-03-27,-0.59760064,1.0779816,1.4108557
5,2018-03-27,-0.59760064,1.308397,0.8518447
6,2018-03-27,-0.59760064,1.7283458,2.4653764
7,2018-03-27,-0.59760064,-0.6726241,-0.21469088
8,2018-03-27,-0.59760064,0.3163289,-0.036545817
9,2018-03-27,-0.59760064,-0.4099457,0.52902704
10,2018-03-27,-0.59760064,0.968729,0.8283768
11,2018-03-27,-0.59760064,0.11619564,0.44444716
12,2018-03-27,-0.59760064,0.8234505,0.89371735
13,2018-03-27,-0.59760064,-0.21432397,-0.6062906
14,2018-03-27,-0.59760064,-0.047310285,0.11864268
15,2018-03-27,-0.59760064,1.531762,0.51876545
16,2018-03-27,-0.59760064,1.1958178,0.7248978
17,2018-03-27,-0.59760064,0.5310497,0.41056198
18,2018-03-27,-0.59760064,-0.13824876,0.06866219
19,2018-03-27,-0.59760064,0.44979957,0.4615896
20,2018-03-27,-0.59760064,1.1263825,0.8999549
21,2018-03-27,-0.59760064,-1.5100121,-1.6477318
22,2018-03-27,-0.59760064,-0.26798594,-0.3111217
23,2018-03-27,-0.59760064,-0.33786774,-0.73572016
0,2018-03-28,-0.51817846,-1.4822437,-1.5322748
1,2018-03-28,-0.51817846,0.1750353,0.61783314
2,2018-03-28,-0.51817846,-1.3598444,-1.4996034
3,2018-03-28,-0.51817846,0.52736396,0.94461226
4,2018-03-28,-0.51817846,1.1682305,1.5162307
5,2018-03-28,-0.51817846,1.2992542,0.9205855
6,2018-03-28,-0.51817846,1.6043739,2.46623
7,2018-03-28,-0.51817846,-0.61370003,-0.5218758
8,2018-03-28,-0.51817846,0.32791334,-0.3428583
9,2018-03-28,-0.51817846,-0.3375324,0.8325796
10,2018-03-28,-0.51817846,1.0176455,0.4162898
11,2018-03-28,-0.51817846,0.1179587,0.3029091
12,2018-03-28,-0.51817846,0.96612,1.0958582
13,2018-03-28,-0.51817846,-0.31627798,-0.95501655
14,2018-03-28,-0.51817846,-0.019828076,0.055329353
15,2018-03-28,-0.51817846,1.5307802,0.44826618
16,2018-03-28,-0.51817846,1.2018044,0.5923515
17,2018-03-28,-0.51817846,0.39100763,0.26727542
18,2018-03-28,-0.51817846,-0.1639335,-0.14242372
19,2018-03-28,-0.51817846,0.40675402,0.31619975
20,2018-03-28,-0.51817846,1.2309216,1.195003
21,2018-03-28,-0.51817846,-1.5490957,-1.8264297
22,2018-03-28,-0.51817846,-0.34646374,0.0005851335
23,2018-03-28,-0.51817846,-0.37861255,-0.85008144
0,2018-03-29,-0.7467179,-1.6108233,-2.1970122
1,2018-03-29,-0.7467179,0.05226914,0.22393334
2,2018-03-29,-0.7467179,-1.4383861,-1.258559
3,2018-03-29,-0.7467179,0.12788099,1.0739262
4,2018-03-29,-0.7467179,1.0364808,1.285659
5,2018-03-29,-0.7467179,1.2528834,0.76972425
6,2018-03-29,-0.7467179,1.4574888,2.369416
7,2018-03-29,-0.7467179,-0.5680124,-0.80551386
8,2018-03-29,-0.7467179,0.26633117,0.011399268
9,2018-03-29,-0.7467179,-0.6999558,0.24849936
10,2018-03-29,-0.7467179,0.8174003,0.39475513
11,2018-03-29,-0.7467179,0.013213976,-0.23856647
12,2018-03-29,-0.7467179,0.8482737,0.67883694
13,2018-03-29,-0.7467179,-0.28304327,-0.91385293
14,2018-03-29,-0.7467179,-0.0879427,-0.3219454
15,2018-03-29,-0.7467179,1.489367,0.31983444
16,2018-03-29,-0.7467179,1.1865901,0.7020996
17,2018-03-29,-0.7467179,0.8064035,1.4541265
18,2018-03-29,-0.7467179,-0.14666858,0.684378
19,2018-03-29,-0.7467179,0.38353655,0.1827147
20,2018-03-29,-0.7467179,1.3511889,1.4444659
21,2018-03-29,-0.7467179,-1.6937884,-2.2186382
22,2018-03-29,-0.7467179,-0.24608147,0.010718818
23,2018-03-29,-0.7467179,-0.35381097,-1.0612764
0,2018-03-30,-0.95773005,-1.3462795,-1.5399208
1,2018-03-30,-0.95773005,0.17978449,0.46240488
2,2018-03-30,-0.95773005,-1.4699398,-1.5203887
3,2018-03-30,-0.95773005,-0.36262256,0.42614213
4,2018-03-30,-0.95773005,0.5360251,-0.17996682
5,2018-03-30,-0.95773005,0.93734175,-0.22216529
6,2018-03-30,-0.95773005,0.6406414,0.25024152
7,2018-03-30,-0.95773005,-0.6780688,-0.8654374
8,2018-03-30,-0.95773005,0.39916548,-0.44630423
9,2018-03-30,-0.95773005,-1.3764676,-2.3105447
10,2018-03-30,-0.95773005,0.47851586,-0.37526083
11,2018-03-30,-0.95773005,0.055632845,0.07857168
12,2018-03-30,-0.95773005,0.90419513,0.7988471
13,2018-03-30,-0.95773005,-0.34673947,-1.1107554
14,2018-03-30,-0.95773005,0.009245609,-0.44102132
15,2018-03-30,-0.95773005,1.2909807,0.033204168
16,2018-03-30,-0.95773005,1.1833727,0.8690758
17,2018-03-30,-0.95773005,0.6969894,1.055969
18,2018-03-30,-0.95773005,-0.094571024,-0.35673162
19,2018-03-30,-0.95773005,0.49948537,0.17260748
20,2018-03-30,-0.95773005,1.2207433,1.1098919
21,2018-03-30,-0.95773005,-1.7812067,-1.7245446
22,2018-03-30,-0.95773005,-0.52190274,-1.082989
23,2018-03-30,-0.95773005,-0.32955894,-1.0740834
0,2018-03-31,-0.79365987,-1.6474497,-2.3957007
1,2018-03-31,-0.79365987,0.09757735,0.017817134
2,2018-03-31,-0.79365987,-1.568114,-1.3443651
3,2018-03-31,-0.79365987,-0.43293148,0.30366245
4,2018-03-31,-0.79365987,0.062661216,-3.4345136
5,2018-03-31,-0.79365987,0.8180503,-0.6506978
6,2018-03-31,-0.79365987,-0.018440293,-2.0909724
7,2018-03-31,-0.79365987,-0.76594955,-1.0670125
8,2018-03-31,-0.79365987,0.19540197,-0.55947834
9,2018-03-31,-0.79365987,-1.4413584,-2.346152
10,2018-03-31,-0.79365987,0.29990628,-0.16175558
11,2018-03-31,-0.79365987,-0.12294967,-0.36675808
12,2018-03-31,-0.79365987,0.7228311,0.26306537
13,2018-03-31,-0.79365987,-0.52242345,-1.6329281
14,2018-03-31,-0.79365987,-0.09831551,-0.41279492
15,2018-03-31,-0.79365987,1.1345714,-0.09063509
16,2018-03-31,-0.79365987,1.0901303,0.33586702
17,2018-03-31,-0.79365987,0.34823734,-0.5385773
18,2018-03-31,-0.79365987,-0.13472539,0.46809626
19,2018-03-31,-0.79365987,0.38902438,-0.26851797
20,2018-03-31,-0.79365987,0.9339597,0.9305245
21,2018-03-31,-0.79365987,-1.8888627,-2.200624
22,2018-03-31,-0.79365987,-0.80705315,-1.0167837
23,2018-03-31,-0.79365987,-0.3813615,-0.9163053
0,2018-04-01,-0.7685354,-1.6530298,-1.9054471
1,2018-04-01,-0.7685354,0.011488998,0.12197397
2,2018-04-01,-0.7685354,-1.5106369,-1.5730033
3,2018-04-01,-0.7685354,-0.398498,0.36596888
4,2018-04-01,-0.7685354,0.037825655,-3.4900053
5,2018-04-01,-0.7685354,0.7125404,-0.18175904
6,2018-04-01,-0.7685354,-0.115834594,-1.6361444
7,2018-04-01,-0.7685354,-0.80587685,-1.1071696
8,2018-04-01,-0.7685354,0.049956933,0.100773
9,2018-04-01,-0.7685354,-1.512728,-3.3283403
10,2018-04-01,-0.7685354,0.23298402,-0.9144302
11,2018-04-01,-0.7685354,-0.12649,-0.33613974
12,2018-04-01,-0.7685354,0.6602217,0.16739498
13,2018-04-01,-0.7685354,-0.56904423,-1.515007
14,2018-04-01,-0.7685354,-0.080844596,-0.4668468
15,2018-04-01,-0.7685354,1.0205913,-1.0764531
16,2018-04-01,-0.7685354,0.93342525,0.2678924
17,2018-04-01,-0.7685354,0.45850062,-0.06949856
18,2018-04-01,-0.7685354,-0.26541913,-0.33697802
19,2018-04-01,-0.7685354,0.3252144,-0.101192236
20,2018-04-01,-0.7685354,0.9339409,0.9614808
21,2018-04-01,-0.7685354,-2.0554526,-2.3588564
22,2018-04-01,-0.7685354,-0.91169876,-0.9930146
23,2018-04-01,-0.7685354,-0.3971914,-0.87535244
0,2018-04-02,-0.45358494,-1.651053,-2.1059687
1,2018-04-02,-0.45358494,0.09886787,0.44440132
2,2018-04-02,-0.45358494,-1.4112204,-1.5942566
3,2018-04-02,-0.45358494,-0.3370057,0.5913577
4,2018-04-02,-0.45358494,0.63475627,-0.1694089
5,2018-04-02,-0.45358494,0.5909744,-1.0814829
6,2018-04-02,-0.45358494,0.5368922,-0.06363898
7,2018-04-02,-0.45358494,-0.7678677,-1.2270156
8,2018-04-02,-0.45358494,0.112347014,-0.31034017
9,2018-04-02,-0.45358494,-1.353373,-2.1827064
10,2018-04-02,-0.45358494,0.46973363,-0.6149393
11,2018-04-02,-0.45358494,-0.081997946,-0.25090933
12,2018-04-02,-0.45358494,0.7506945,0.57969797
13,2018-04-02,-0.45358494,-0.45741242,-1.3867402
14,2018-04-02,-0.45358494,-0.119945176,-0.42090413
15,2018-04-02,-0.45358494,1.187688,-0.0034732115
16,2018-04-02,-0.45358494,0.86221576,0.02528943
17,2018-04-02,-0.45358494,0.7770642,1.2666746
18,2018-04-02,-0.45358494,-0.17940646,0.2898933
19,2018-04-02,-0.45358494,0.4056649,0.0012665427
20,2018-04-02,-0.45358494,1.0492538,0.8843122
21,2018-04-02,-0.45358494,-2.0384455,-2.107028
22,2018-04-02,-0.45358494,-0.6979432,-1.0224632
23,2018-04-02,-0.45358494,-0.37928924,-0.82797545
0,2018-04-03,-0.2298621,-1.5724705,-2.1851714
1,2018-04-03,-0.2298621,0.041931655,0.55179876
2,2018-04-03,-0.2298621,-1.5128533,-1.3064477
3,2018-04-03,-0.2298621,0.16374816,1.0171466
4,2018-04-03,-0.2298621,1.2001188,1.486388
5,2018-04-03,-0.2298621,1.190502,0.68244904
6,2018-04-03,-0.2298621,1.5568545,2.3689005
7,2018-04-03,-0.2298621,-1.0304589,-0.9132542
8,2018-04-03,-0.2298621,0.12462923,-0.56906736
9,2018-04-03,-0.2298621,-0.4406861,0.19161981
10,2018-04-03,-0.2298621,0.9147973,0.788572
11,2018-04-03,-0.2298621,-0.04353919,-0.114783406
12,2018-04-03,-0.2298621,0.83465785,0.7314729
13,2018-04-03,-0.2298621,-0.29630816,-0.48590517
14,2018-04-03,-0.2298621,-0.22243275,-0.06262578
15,2018-04-03,-0.2298621,1.4671648,0.5918448
16,2018-04-03,-0.2298621,1.0536103,0.62691677
17,2018-04-03,-0.2298621,0.9894182,1.550895
18,2018-04-03,-0.2298621,-0.38703376,-0.24003823
19,2018-04-03,-0.2298621,0.29292884,0.060984682
20,2018-04-03,-0.2298621,1.3601505,1.1427249
21,2018-04-03,-0.2298621,-1.9873568,-1.8095038
22,2018-04-03,-0.2298621,-0.6829405,-0.9647475
23,2018-04-03,-0.2298621,-0.5317443,-1.207542
0,2018-04-04,-0.40522018,-1.7312369,-1.8954935
1,2018-04-04,-0.40522018,-0.02158058,0.37961492
2,2018-04-04,-0.40522018,-1.5784254,-0.725112
3,2018-04-04,-0.40522018,0.03861061,0.8243413
4,2018-04-04,-0.40522018,1.1131116,1.4977753
5,2018-04-04,-0.40522018,1.2109559,0.860653
6,2018-04-04,-0.40522018,1.643364,2.3179488
7,2018-04-04,-0.40522018,-0.87306935,-0.85912466
8,2018-04-04,-0.40522018,0.11683242,-0.32758445
9,2018-04-04,-0.40522018,-0.37266093,0.5767027
10,2018-04-04,-0.40522018,1.0688947,0.7683392
11,2018-04-04,-0.40522018,-0.019888634,-0.19467436
12,2018-04-04,-0.40522018,0.8417183,0.8346559
13,2018-04-04,-0.40522018,-0.15360886,-0.015912909
14,2018-04-04,-0.40522018,-0.110077016,-0.08896312
15,2018-04-04,-0.40522018,1.4967041,0.4347868
16,2018-04-04,-0.40522018,1.0330037,0.7351548
17,2018-04-04,-0.40522018,1.0387324,1.5480139
18,2018-04-04,-0.40522018,-0.12633586,0.61789906
19,2018-04-04,-0.40522018,0.29739407,0.3029751
20,2018-04-04,-0.40522018,1.5623698,1.3750327
21,2018-04-04,-0.40522018,-1.9020323,-1.9512275
22,2018-04-04,-0.40522018,-0.60206014,-0.06804426
23,2018-04-04,-0.40522018,-0.6855289,-0.9153414
0,2018-04-05,-0.33966526,-1.7194915,-1.9243323
1,2018-04-05,-0.33966526,-0.017942527,0.37021193
2,2018-04-05,-0.33966526,-1.7263427,-0.75982493
3,2018-04-05,-0.33966526,0.2328294,1.1072706
4,2018-04-05,-0.33966526,1.1427536,1.5507967
5,2018-04-05,-0.33966526,1.1366291,0.79932654
6,2018-04-05,-0.33966526,1.6435658,2.34655
7,2018-04-05,-0.33966526,-1.0234613,-0.78915274
8,2018-04-05,-0.33966526,0.060055397,-0.1257922
9,2018-04-05,-0.33966526,-0.37465522,0.5983041
10,2018-04-05,-0.33966526,1.0537453,0.3045504
11,2018-04-05,-0.33966526,-0.24011423,-0.2881256
12,2018-04-05,-0.33966526,0.79633904,0.5373996
13,2018-04-05,-0.33966526,-0.23310973,-0.5497819
14,2018-04-05,-0.33966526,-0.18098648,-0.18238848
15,2018-04-05,-0.33966526,1.4977432,0.30044755
16,2018-04-05,-0.33966526,0.8780323,0.13248624
17,2018-04-05,-0.33966526,1.2901554,1.6279573
18,2018-04-05,-0.33966526,-0.3177809,-0.03535158
19,2018-04-05,-0.33966526,0.2075571,-0.13480298
20,2018-04-05,-0.33966526,1.652387,1.1393422
21,2018-04-05,-0.33966526,-1.9391161,-2.2580152
22,2018-04-05,-0.33966526,-0.71788967,-0.5914795
23,2018-04-05,-0.33966526,-0.7246565,-1.1629987
0,2018-04-06,-0.15964182,-1.6429932,-2.077749
1,2018-04-06,-0.15964182,-0.10950906,0.097672805
2,2018-04-06,-0.15964182,-1.7632504,-0.8657788
3,2018-04-06,-0.15964182,0.028729148,1.1896065
4,2018-04-06,-0.15964182,1.101678,1.2323874
5,2018-04-06,-0.15964182,1.0317307,0.5489082
6,2018-04-06,-0.15964182,1.494525,2.2914066
7,2018-04-06,-0.15964182,-0.842173,-0.31392923
8,2018-04-06,-0.15964182,-0.26490209,-0.13958493
9,2018-04-06,-0.15964182,-0.75044584,-0.041487712
10,2018-04-06,-0.15964182,0.8886937,0.5967192
11,2018-04-06,-0.15964182,-0.27360266,-0.5895856
12,2018-04-06,-0.15964182,0.7162849,0.39125603
13,2018-04-06,-0.15964182,-0.40481296,-1.003392
14,2018-04-06,-0.15964182,-0.1979431,-0.4892798
15,2018-04-06,-0.15964182,1.4833928,-0.12993512
16,2018-04-06,-0.15964182,0.7551437,0.24002135
17,2018-04-06,-0.15964182,1.1441612,1.6295668
18,2018-04-06,-0.15964182,-0.5688621,-0.056195065
19,2018-04-06,-0.15964182,0.09881557,-0.25071716
20,2018-04-06,-0.15964182,1.5587189,0.9755202
21,2018-04-06,-0.15964182,-1.9446039,-1.9917926
22,2018-04-06,-0.15964182,-0.7098254,-0.95940685
23,2018-04-06,-0.15964182,-0.7941704,-1.1602017
0,2018-04-07,0.11017417,-1.4734108,-1.7609206
1,2018-04-07,0.11017417,-0.11922674,0.2825403
2,2018-04-07,0.11017417,-2.1061468,-1.0224956
3,2018-04-07,0.11017417,-0.6353696,0.3551051
4,2018-04-07,0.11017417,0.37737113,-0.5571484
5,2018-04-07,0.11017417,0.7433748,-0.28334787
6,2018-04-07,0.11017417,-0.12830582,-1.7066116
7,2018-04-07,0.11017417,-1.0832924,-0.93690366
8,2018-04-07,0.11017417,-0.25860912,-0.39062333
9,2018-04-07,0.11017417,-1.4752336,-2.7674992
10,2018-04-07,0.11017417,0.3985443,-0.1673478
11,2018-04-07,0.11017417,-0.36290196,-0.69194925
12,2018-04-07,0.11017417,0.6719346,0.5192468
13,2018-04-07,0.11017417,-0.806799,-1.5999804
14,2018-04-07,0.11017417,-0.07365612,-0.22589818
15,2018-04-07,0.11017417,1.3435466,-0.11632458
16,2018-04-07,0.11017417,0.7836531,0.3729945
17,2018-04-07,0.11017417,0.62558585,1.008191
18,2018-04-07,0.11017417,-0.4714063,0.32769912
19,2018-04-07,0.11017417,0.10361936,-0.15669899
20,2018-04-07,0.11017417,1.3922966,1.0616773
21,2018-04-07,0.11017417,-1.9451214,-1.8096625
22,2018-04-07,0.11017417,-1.0644841,-0.87359804
23,2018-04-07,0.11017417,-0.74267936,-1.753588
0,2018-04-08,0.050326742,-1.429006,-1.4931275
1,2018-04-08,0.050326742,-0.27001187,0.2079466
2,2018-04-08,0.050326742,-1.9356748,-0.77102166
3,2018-04-08,0.050326742,-0.6096358,0.5305368
4,2018-04-08,0.050326742,0.56893915,-2.450343
5,2018-04-08,0.050326742,0.71921456,-0.43887872
6,2018-04-08,0.050326742,-0.1376106,-2.261039
7,2018-04-08,0.050326742,-1.0722433,-0.6326553
8,2018-04-08,0.050326742,-0.3960532,-0.6292784
9,2018-04-08,0.050326742,-1.4738898,-2.8953183
10,2018-04-08,0.050326742,0.23015891,-0.74827665
11,2018-04-08,0.050326742,-0.42266327,-0.22154525
12,2018-04-08,0.050326742,0.57273775,0.66623867
13,2018-04-08,0.050326742,-0.7757292,-1.2912867
14,2018-04-08,0.050326742,-0.21209848,-0.2332247
15,2018-04-08,0.050326742,1.2950468,0.061033398
16,2018-04-08,0.050326742,0.70520926,0.43075666
17,2018-04-08,0.050326742,0.89042693,1.0902033
18,2018-04-08,0.050326742,-0.6625036,-0.3470122
19,2018-04-08,0.050326742,0.015588574,0.16807218
20,2018-04-08,0.050326742,1.1199335,0.76815355
21,2018-04-08,0.050326742,-1.9363942,-1.6168911
22,2018-04-08,0.050326742,-0.9617461,-0.55259156
23,2018-04-08,0.050326742,-0.9498933,-1.3530285
0,2018-04-09,-0.22096467,-1.6937053,-1.8073997
1,2018-04-09,-0.22096467,-0.2805237,0.42159724
2,2018-04-09,-0.22096467,-1.88827,-0.8133868
3,2018-04-09,-0.22096467,-0.34302112,1.06098
4,2018-04-09,-0.22096467,1.3847034,1.1751376
5,2018-04-09,-0.22096467,1.0780298,0.6924076
6,2018-04-09,-0.22096467,1.523495,2.4586165
7,2018-04-09,-0.22096467,-1.0022583,-1.1246984
8,2018-04-09,-0.22096467,-0.36781263,-0.25240734
9,2018-04-09,-0.22096467,-0.38690025,0.4386014
10,2018-04-09,-0.22096467,0.859064,0.6705162
11,2018-04-09,-0.22096467,-0.33633453,0.0772614
12,2018-04-09,-0.22096467,0.71207106,0.7065034
13,2018-04-09,-0.22096467,-0.41244736,-0.56940645
14,2018-04-09,-0.22096467,-0.3467211,-0.10380491
15,2018-04-09,-0.22096467,1.534999,0.35852364
16,2018-04-09,-0.22096467,0.72480285,0.5276324
17,2018-04-09,-0.22096467,1.5339241,0.8025838
18,2018-04-09,-0.22096467,-0.6595918,-0.014642914
19,2018-04-09,-0.22096467,0.019317463,0.1787279
20,2018-04-09,-0.22096467,1.3831377,0.9726093
21,2018-04-09,-0.22096467,-1.7801621,-1.1738944
22,2018-04-09,-0.22096467,-0.6499576,-0.48375544
23,2018-04-09,-0.22096467,-0.96985257,-1.3443866
0,2018-04-10,-0.51299965,-1.5715301,-2.011153
1,2018-04-10,-0.51299965,-0.28941926,0.24856994
2,2018-04-10,-0.51299965,-1.7076694,-1.11734
3,2018-04-10,-0.51299965,-0.08699763,1.1676806
4,2018-04-10,-0.51299965,1.0535723,1.2653494
5,2018-04-10,-0.51299965,1.1314399,0.9257767
6,2018-04-10,-0.51299965,1.6707553,2.6156976
7,2018-04-10,-0.51299965,-0.94334525,-0.6969414
8,2018-04-10,-0.51299965,-0.032260306,0.30664238
9,2018-04-10,-0.51299965,0.024933277,0.54013556
10,2018-04-10,-0.51299965,0.89472103,0.47906345
11,2018-04-10,-0.51299965,-0.22900234,0.10878248
12,2018-04-10,-0.51299965,0.7578674,0.6751808
13,2018-04-10,-0.51299965,-0.44585323,-0.7166672
14,2018-04-10,-0.51299965,-0.12529491,-0.30464572
15,2018-04-10,-0.51299965,1.5840843,0.25048432
16,2018-04-10,-0.51299965,0.8209869,0.7571363
17,2018-04-10,-0.51299965,1.7054989,1.5799752
18,2018-04-10,-0.51299965,-0.36103246,0.54968685
19,2018-04-10,-0.51299965,0.17332637,0.25168335
20,2018-04-10,-0.51299965,1.5294722,1.1872561
21,2018-04-10,-0.51299965,-1.6544029,-1.574568
22,2018-04-10,-0.51299965,-0.631415,-0.04378222
23,2018-04-10,-0.51299965,-0.7084064,-1.060172
0,2018-04-11,-0.15104444,-1.6288782,-1.7849855
1,2018-04-11,-0.15104444,-0.16749907,0.36014423
2,2018-04-11,-0.15104444,-1.7812673,-0.71276146
3,2018-04-11,-0.15104444,-0.074936084,1.2052948
4,2018-04-11,-0.15104444,1.2301674,1.4401234
5,2018-04-11,-0.15104444,1.0457892,0.5195694
6,2018-04-11,-0.15104444,1.5870829,2.450539
7,2018-04-11,-0.15104444,-0.9471778,-0.9447452
8,2018-04-11,-0.15104444,-0.2574076,-0.32849255
9,2018-04-11,-0.15104444,-0.22596253,0.35903051
10,2018-04-11,-0.15104444,0.92304236,0.66684777
11,2018-04-11,-0.15104444,-0.23733822,-0.50333506
12,2018-04-11,-0.15104444,0.7557497,0.6808369
13,2018-04-11,-0.15104444,-0.36453152,-0.7762505
14,2018-04-11,-0.15104444,-0.24611083,-0.40648234
15,2018-04-11,-0.15104444,1.5526613,0.103002295
16,2018-04-11,-0.15104444,0.8250099,0.77587324
17,2018-04-11,-0.15104444,1.5036765,1.1047168
18,2018-04-11,-0.15104444,-0.4774442,0.19898069
19,2018-04-11,-0.15104444,0.16094324,-0.42779973
20,2018-04-11,-0.15104444,1.3898702,0.5905365
21,2018-04-11,-0.15104444,-1.8089358,-1.8003222
22,2018-04-11,-0.15104444,-0.67817295,-0.9022241
23,2018-04-11,-0.15104444,-0.7102034,-1.3720993
0,2018-04-12,-0.20149852,-1.5957371,-1.9411248
1,2018-04-12,-0.20149852,-0.1813168,0.3225037
2,2018-04-12,-0.20149852,-1.9995587,-0.5844678
3,2018-04-12,-0.20149852,-0.2923384,1.0798392
4,2018-04-12,-0.20149852,1.2555709,1.4168214
5,2018-04-12,-0.20149852,1.0563382,0.5739602
6,2018-04-12,-0.20149852,1.5957619,2.1732533
7,2018-04-12,-0.20149852,-0.92787135,-0.5024897
8,2018-04-12,-0.20149852,-0.26300552,-0.33195347
9,2018-04-12,-0.20149852,-0.19251356,0.39842972
10,2018-04-12,-0.20149852,0.94534594,0.24355362
11,2018-04-12,-0.20149852,-0.27699757,-0.33733994
12,2018-04-12,-0.20149852,0.70378155,0.56565785
13,2018-04-12,-0.20149852,-0.42676193,-0.7919298
14,2018-04-12,-0.20149852,-0.324529,-0.3663797
15,2018-04-12,-0.20149852,1.4756056,0.8615904
16,2018-04-12,-0.20149852,0.6580742,0.46858168
17,2018-04-12,-0.20149852,1.5631061,1.0294898
18,2018-04-12,-0.20149852,-0.5714661,-0.21997568
19,2018-04-12,-0.20149852,0.098476075,0.059738852
20,2018-04-12,-0.20149852,1.4290065,0.7996806
21,2018-04-12,-0.20149852,-1.8308631,-1.958358
22,2018-04-12,-0.20149852,-0.8666589,-0.862996
23,2018-04-12,-0.20149852,-0.8817401,-1.3961138
0,2018-04-13,-0.024127398,-1.5245134,-2.0054939
1,2018-04-13,-0.024127398,-0.17692956,0.42475668
2,2018-04-13,-0.024127398,-2.1207695,-0.9826043
3,2018-04-13,-0.024127398,-0.43181437,0.8949302
4,2018-04-13,-0.024127398,1.2028049,1.3693379
5,2018-04-13,-0.024127398,1.0449226,0.5329985
6,2018-04-13,-0.024127398,1.5408603,2.237531
7,2018-04-13,-0.024127398,-0.8312606,-0.51131386
8,2018-04-13,-0.024127398,-0.38246807,-0.3668068
9,2018-04-13,-0.024127398,-0.27824956,0.30452392
10,2018-04-13,-0.024127398,0.9342753,0.1185909
11,2018-04-13,-0.024127398,-0.31514803,-0.4248944
12,2018-04-13,-0.024127398,0.6233728,0.40419838
13,2018-04-13,-0.024127398,-0.50771296,-0.982046
14,2018-04-13,-0.024127398,-0.26165536,-0.4700636
15,2018-04-13,-0.024127398,1.4180992,0.32343653
16,2018-04-13,-0.024127398,0.7003935,0.46901128
17,2018-04-13,-0.024127398,1.1531729,1.4688382
18,2018-04-13,-0.024127398,-0.389835,0.7237992
19,2018-04-13,-0.024127398,-0.08266133,-0.3303511
20,2018-04-13,-0.024127398,1.5524094,1.1763616
21,2018-04-13,-0.024127398,-1.7681886,-1.7623267
22,2018-04-13,-0.024127398,-0.9971412,-0.7455418
23,2018-04-13,-0.024127398,-0.958637,-1.1098771
0,2018-04-14,0.24175227,-1.3596238,-1.1873866
1,2018-04-14,0.24175227,-0.19887166,0.18634191
2,2018-04-14,0.24175227,-1.9445575,-1.3313274
3,2018-04-14,0.24175227,-0.70695394,0.53731173
4,2018-04-14,0.24175227,0.48611954,-0.7755869
5,2018-04-14,0.24175227,0.7432124,-0.2779764
6,2018-04-14,0.24175227,0.16753118,-0.7203435
7,2018-04-14,0.24175227,-0.80673844,-0.3544653
8,2018-04-14,0.24175227,-0.28737405,-0.2848068
9,2018-04-14,0.24175227,-0.99525654,-2.9430556
10,2018-04-14,0.24175227,0.3235142,-0.9815495
11,2018-04-14,0.24175227,-0.30016643,0.07383192
12,2018-04-14,0.24175227,0.68949956,0.70370984
13,2018-04-14,0.24175227,-0.7700973,-1.554693
14,2018-04-14,0.24175227,-0.21585856,-0.29101062
15,2018-04-14,0.24175227,1.2355891,-0.010240891
16,2018-04-14,0.24175227,0.71199906,0.45014182
17,2018-04-14,0.24175227,0.4006519,0.78211045
18,2018-04-14,0.24175227,-0.6621958,-0.22688241
19,2018-04-14,0.24175227,-0.02261098,0.15325741
20,2018-04-14,0.24175227,1.1229141,1.1194285
21,2018-04-14,0.24175227,-1.7827046,-2.4414148
22,2018-04-14,0.24175227,-1.0284458,-0.503952
23,2018-04-14,0.24175227,-0.92605644,-1.4301866
0,2018-04-15,0.23176938,-1.3764616,-0.9578053
1,2018-04-15,0.23176938,-0.23254544,0.3910299
2,2018-04-15,0.23176938,-2.0963864,-0.779375
3,2018-04-15,0.23176938,-0.75781786,0.40688586
4,2018-04-15,0.23176938,0.5514256,-1.1728866
5,2018-04-15,0.23176938,0.75826055,-0.18248782
6,2018-04-15,0.23176938,0.14729527,-0.94087017
7,2018-04-15,0.23176938,-0.75215477,-0.27850878
8,2018-04-15,0.23176938,-0.4782241,-0.5368223
